question,answer_llm,answer_orig,document
"If I combine question and answer into one string for embedding, is that usually better, and how do I decide?","Usually, **question + answer together can work best**, but there’s **no universal rule**.

How to decide:
- Try all three options on your own dataset:
  - **answer only**
  - **question only**
  - **question + answer**
- Compare them using your **ground-truth set**
- Pick the one with the best **hit rate** or **MRR**

The course notes say that **question + text** is often the best, but it also makes the input longer and slightly more expensive. If you want, I can also explain when each option tends to work best.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How do you define cosine similarity in vector search?,"Cosine similarity is a measure of how aligned two non-zero vectors are. It is computed as the cosine of the angle between them.

- **1** means the vectors are identical
- **0** means they are orthogonal, with no similarity
- **-1** means they point in opposite directions

In vector search, if the vectors are normalized to unit length, cosine similarity is just the **dot product** between the query vector and each document embedding.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
What does cosine similarity actually measure between two vectors?,"Cosine similarity measures the **alignment of two vectors**, specifically the **cosine of the angle between them**. It tells you how similar their directions are, regardless of their lengths.

- **1** means the vectors point in the same direction
- **0** means they are orthogonal, or unrelated
- **-1** means they point in opposite directions

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity used to compare documents in text analysis?,"Cosine similarity is used because it measures how aligned two document vectors are, which reflects how similar their content is, while ignoring differences in document length.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does a cosine similarity score of 1, 0, or -1 mean?","A cosine similarity score of:

- **1** means the vectors are **identical** in direction
- **0** means the vectors are **orthogonal** — **no similarity**
- **-1** means the vectors are **completely opposite**","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is cosine similarity computed from the angle between vectors?,"Cosine similarity is the cosine of the angle between two vectors.

If the angle is \( \theta \), then:

\[
\text{cosine similarity} = \cos(\theta)
\]

It ranges from:
- **1** for identical vectors,
- **0** for orthogonal vectors,
- **-1** for opposite vectors.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into a plain dot product after the embeddings are normalized?,"Because after normalization each vector has length 1, so the cosine formula

\[
\cos(\theta)=\frac{a \cdot b}{\|a\|\|b\|}
\]

becomes

\[
\cos(\theta)=a \cdot b
\]

since \(\|a\|=\|b\|=1\). So cosine similarity is just the plain dot product once the embeddings are normalized.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If all vectors are unit length, why can we use matrix multiplication to get cosine similarity scores?","Because when vectors are unit length, cosine similarity is just the dot product:

- Cosine similarity = \( \frac{x \cdot y}{\|x\|\|y\|} \)
- If all vectors are normalized, then \( \|x\| = \|y\| = 1 \)
- So cosine similarity = \( x \cdot y \)

That means you can stack all document vectors into a matrix and compute all scores at once with matrix multiplication against the query vector.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in cosine similarity when both the documents and the query are normalized first?,"When both the documents and the query are normalized first, cosine similarity becomes just the dot product between them. Their magnitudes no longer affect the result, so it can be computed efficiently with matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing embeddings make similarity search faster in vector search?,"Normalizing embeddings to unit length makes cosine similarity equal to the dot product. That matters because dot products can be computed very efficiently as a matrix multiplication, which is much faster than comparing vectors one by one in a loop.

So the speedup comes from:
- turning cosine similarity into a simple dot product
- using optimized matrix operations under the hood

In short: normalization lets vector search use fast matrix multiplication instead of slower per-vector cosine calculations.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is cosine similarity between a query and many vectors the same as a matrix multiply when everything is unit norm?,"Because with unit-norm vectors, cosine similarity is just the dot product.

For a query vector \(q\) and many document vectors \(v_i\):

- cosine similarity = \(\frac{q \cdot v_i}{\|q\|\|v_i\|}\)
- if everything is normalized, then \(\|q\| = \|v_i\| = 1\)

So it becomes:

- cosine similarity = \(q \cdot v_i\)

If you stack all the vectors into a matrix, computing all those dot products at once is exactly a matrix multiply between the matrix of embeddings and the query vector.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"Do I need to make a fresh GitHub repo for Module 2, or is starting a new codespace from the same repo enough?","Just a new codespace is enough. You do **not** need to create a fresh GitHub repo for Module 2.

Create the Module 2 codespace from your existing repository, since the vector-search dependencies are heavy and it’s better to keep that environment separate from Module 1. Also, commit your work to the repo, because you may delete the Module 2 codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why should I keep Module 2 in a separate codespace instead of using the one from Module 1?,"Keep Module 2 in a separate codespace because the vector-search dependencies are fairly heavy. Isolating them lets you stop or delete that codespace later without leaving the extra weight in your Module 1 environment, and setup is quick.

Also, since you may delete the Module 2 codespace later, make sure to commit your work to the repository.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I create another codespace for the vector search part, do I still use my existing repository?","Yes — you should use your existing repository.

For Module 2, you just create a **new codespace from the same repo**. You don’t need a separate GitHub repository.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
What’s the point of a new codespace for Module 2 if the repo stays the same?,"The point is to keep Module 2 isolated from Module 1.

Even though the repo stays the same, a **new codespace** gives you a fresh environment for the heavier vector-search dependencies. That way:

- your Module 1 setup doesn’t get cluttered,
- you can stop or delete the Module 2 codespace when you’re done,
- setup stays quick and separate.

So: **same GitHub repo, new codespace for Module 2**.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Should I commit my Module 2 work to GitHub if I might delete the codespace later?,"Yes — you should commit your Module 2 work to GitHub, especially if you might delete the codespace later.

The context says to commit your work to your repository because Codespaces can be stopped, deleted, or recreated, and uncommitted changes would be lost.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Why does download.py stay stuck at 0% when trying to get model.onnx from HuggingFace, and how can I fix it manually?","It’s usually stuck at 0% because the connection to HuggingFace’s CDN is slow or blocked.

Manual fix:
1. Open this URL in your browser:  
   https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx
2. Download the file manually.
3. Save it as:

```bash
models/Xenova/all-MiniLM-L6-v2/model.onnx
```

Once the file is there, `download.py` will detect it and skip downloading again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"My model.onnx download never starts in download.py — is this a CDN/network issue, and what should I do instead?","Yes — this is usually a HuggingFace CDN / network issue, not a bug in your code.

What to do instead:
1. Open this link in your browser:
   https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx
2. Save the file manually to:
   `models/Xenova/all-MiniLM-L6-v2/model.onnx`
3. Rerun `download.py`

The script checks whether the file already exists locally, so once it’s in place, it should skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"If download.py hangs while fetching the ONNX file, can I just grab it in the browser and place it somewhere locally?","Yes. If `download.py` hangs, you can download the ONNX file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it locally to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script will detect that the file already exists and skip downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why is the HuggingFace model download freezing at 0%, and will the script reuse a local file if I add it myself?","The download can freeze at 0% because the connection to HuggingFace’s CDN is slow or blocked.

Yes — if you add the file yourself, the script will reuse it. It checks whether the file already exists locally before trying to download it again, so it should skip the download once `models/Xenova/all-MiniLM-L6-v2/model.onnx` is in place.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What’s the workaround when download.py can’t download model.onnx from HuggingFace because it seems blocked or very slow?,"Download `model.onnx` directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

`download.py` checks whether the file already exists locally, so it will skip the download once the file is there.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why do the matrix version and the for-loop version of vector search not match exactly, even though they should be doing the same dot product?","They may not match exactly because of **floating-point precision**.

Both the matrix version (`X.dot(v_query)`) and the for-loop version are doing the same math, but they **sum the products in a different order**. Since floating-point addition is not perfectly associative, that can lead to tiny differences in the last decimal places.

So the results are usually **close**, not exactly identical. Compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

This is normal and not an error.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Is it normal for `np.allclose(scores, scores_loop)` to return false when I compare vector search results from `X.dot(v_query)` and a Python loop?","Yes — that can be normal.

`X.dot(v_query)` and the Python loop compute the same dot products, but they may add numbers in a different order, so you can get tiny floating-point differences. Because of that, `np.allclose(scores, scores_loop)` may return `False` if the default tolerance is too strict.

Use a small tolerance instead, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So the values aren’t wrong; they just differ slightly in the last decimal places.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What causes the tiny differences between the BLAS-based dot product and the loop-based version in the vector search lesson?,"The tiny differences are caused by **floating-point precision**.

Even though the BLAS-based `.dot(...)` version and the Python loop compute the same dot product, they **sum the numbers in a different order**. Because floating-point addition is not perfectly associative, the last few decimal places can differ slightly.

So the results are effectively the same, just not bit-for-bit identical.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Should I worry if two ways of computing vector search scores only agree up to the last few decimal places?,"No — that’s normal. Slight differences in the last few decimal places usually come from floating-point precision and different summation order, not from a real mistake.

Use a tolerance check instead of exact equality, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

If you want, I can also explain why `dot()` and a Python loop can produce slightly different results.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What’s the best way to compare vector search scores when the dot product from NumPy and the manual loop give slightly different values?,"Use a tolerance rather than expecting an exact match. The two dot products can differ slightly because of floating-point precision and different summation order.

For example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

If they’re close within that tolerance, that’s the right comparison.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I seeing IndexError: list index out of range when I try to get the best chunk from my vector search results?,"The `IndexError: list index out of range` usually means your embeddings and chunks are out of sync.

Make sure you generate embeddings directly from the same chunk list you search over:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should match `len(chunks)`. If they don’t match, you may end up trying to access a chunk that doesn’t exist.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What causes the best chunk lookup to fail with an IndexError in the vector search notebook?,"The `IndexError: list index out of range` usually happens because the number of embeddings doesn’t match the number of document chunks.

In the vector search notebook, make sure you embed the **chunk contents directly**:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The key point is that `X` should have the same number of rows as `len(chunks)`. If they don’t match, looking up the best chunk can fail with an `IndexError`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
How do I fix the mismatch between embeddings and chunks so I don’t get list index out of range?,"Make sure the embeddings are created from the **same chunk list** you use for retrieval, so the number of embeddings matches the number of chunks.

Use:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then check that:

```python
len(chunks) == X.shape[0]
```

If they don’t match, you’ll get `IndexError: list index out of range` when trying to access the best chunk.

Also, in the RAG pipeline, build the index on **chunks**, not the original documents:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
"Why does my embeddings array have a different length than my chunks list, and how do I make them match?","Your embeddings array is probably different from your chunks list because you did not generate embeddings directly from the same chunk list.

Make sure you do this:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then the number of rows in `X` should match `len(chunks)`.

If they still don’t match, I don’t know.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What’s the proper way to generate embeddings from chunks so the number of vectors equals the number of document chunks?,"Create embeddings directly from the chunk list, not from the original documents:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then the number of vectors in `X` should match `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Why is my Q2 cosine similarity in Module 2 homework not matching any of the answer choices?,"The most common reason is that you’re using the wrong embedding model.

For Homework 2, you should **not** use `sentence-transformers`. Instead, use the lightweight ONNX `Embedder` from `embedder.py`:

```python
from embedder import Embedder
model = Embedder()
```

If you use a different model, your cosine similarity can end up outside the answer choices.

Also double-check that you are:

- embedding the page’s **`content`** field
- comparing it to the **query vector from Q1**
- using normalized vectors

With `Embedder`, the vectors are already normalized, so the dot product is the cosine similarity directly.

If your value is still slightly off, choose the **closest** answer choice.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Do I need to use the ONNX Embedder from embedder.py for Homework 2, or can I use sentence-transformers instead?","For Homework 2, you should use the ONNX `Embedder` from `embedder.py`, not `sentence-transformers`.

Use:

```python
from embedder import Embedder
model = Embedder()
```

The homework specifically says not to use `sentence-transformers`, and using a different embedding model can give you a cosine similarity that doesn’t match the answer choices.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
Could the wrong embedding model be the reason my cosine similarity is way off in the homework?,"Yes — using the wrong embedding model is the most common reason your cosine similarity is way off.

For Module 2 homework, you should use the lightweight ONNX `Embedder` from `embedder.py`, not `sentence-transformers`:

```python
from embedder import Embedder
model = Embedder()
```

If you use a different model like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`, your cosine similarity may not match any of the options.

Also make sure you are:
- embedding the page’s `content` field,
- comparing it to the query vector from Q1,
- using the normalized vectors from `Embedder` directly.

If it’s still slightly off after that, choose the closest option.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"In Q2, am I supposed to embed the page content field, or the whole record / filename?","You should embed the page’s `content` field, not the filename or the whole record/dict.

The context specifically says:
- “You’re embedding the page’s `content` field (not the filename or the whole dict).”

","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"If my cosine similarity is a little different from the options, should I just choose the closest one?","Yes — if your value is slightly off, choose the closest option.

Small differences can happen due to floating-point or rounding differences, different filtering, or a slightly different implementation/model.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
